found_taxa,common_name,rank,motu,asv,found_taxa_asv,common_name_asv,rank_asv,identity_percentage,evalue,kingdom,phylum,class,order,family,genus,freshwater_only
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2236,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2246,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2260,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2262,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2276,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2285,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2294,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2326,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2385,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2420,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2430,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2464,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2481,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2483,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2502,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2503,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2505,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2527,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2549,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2550,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2567,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2601,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2603,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2616,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2679,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2705,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2726,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2806,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2812,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2819,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2821,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2850,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2854,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2942,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2944,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3110,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3146,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3152,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3173,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3206,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3232,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3243,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3271,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3291,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3306,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3351,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3358,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3364,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3437,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3595,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3798,Cymatogaster aggregata,Shiner perch,species,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV628,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV638,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV779,Cymatogaster aggregata,Shiner perch,species,99.401,4.3699999999999996e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV885,Cymatogaster aggregata,Shiner perch,species,99.401,4.3699999999999996e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV1021,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV1123,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV1206,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV1211,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV1541,Cymatogaster aggregata,Shiner perch,species,99.401,4.3699999999999996e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV1560,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV1660,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV1770,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV1889,Cymatogaster aggregata,Shiner perch,species,99.401,4.3699999999999996e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2183,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2254,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2292,Cymatogaster aggregata,Shiner perch,species,98.81,2.02e-80,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2327,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2347,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2371,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2402,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2510,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2526,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2598,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2628,Cymatogaster aggregata,Shiner perch,species,99.401,4.3699999999999996e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2666,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2736,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2798,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2804,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2914,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2967,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV2978,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3031,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3049,Cymatogaster aggregata,Shiner perch,species,99.401,4.3699999999999996e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3059,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3073,Cymatogaster aggregata,Shiner perch,species,99.401,4.3699999999999996e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3084,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3147,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3208,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3303,Cymatogaster aggregata,Shiner perch,species,99.401,4.3699999999999996e-82,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3425,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3457,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
Cymatogaster aggregata,Shiner perch,species,motu1,ASV3494,Cymatogaster aggregata,Shiner perch,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
