"","found_taxa","hakai_all","mifishlist","ednaasv","npfish"
"1986","Chaetodontoplus caeruleopunctatus",0,1,0,0
"1987","Chaetodontoplus cephalareticulatus",0,1,0,0
"1988","Chaetodontoplus chrysocephalus",0,1,0,0
"1989","Chaetodontoplus conspicillatus",0,1,0,0
"1990","Chaetodontoplus duboulayi",0,1,0,0
"1991","Chaetodontoplus melanosoma",0,1,0,0
"1992","Chaetodontoplus meredithi",0,1,0,0
"1993","Chaetodontoplus mesoleucus",0,1,0,0
"1994","Chaetodontoplus personifer",0,1,0,0
"1995","Chaetodontoplus poliourus",0,1,0,0
"1996","Chaetodontoplus septentrionalis",0,1,0,0
"1997","Chaetostoma anale",0,1,0,0
"1998","Chaetostoma anomalum",0,1,0,0
"1999","Chaetostoma bifurcum",0,1,0,0
"2000","Chaetostoma breve",0,1,0,0
"2001","Chaetostoma brevilabiatum",0,1,0,0
"2002","Chaetostoma changae",0,1,0,0
"2003","Chaetostoma daidalmatos",0,1,0,0
"2004","Chaetostoma dorsale",0,1,0,0
"2005","Chaetostoma fischeri",0,1,0,0
"2006","Chaetostoma formosae",0,1,0,0
"2007","Chaetostoma guairense",0,1,0,0
"2008","Chaetostoma jegui",0,1,0,0
"2009","Chaetostoma joropo",0,1,0,0
"2010","Chaetostoma leucomelas",0,1,0,0
"2011","Chaetostoma lineopunctatum",0,1,0,0
"2012","Chaetostoma marmorescens",0,1,0,0
"2013","Chaetostoma microps",0,1,0,0
"2014","Chaetostoma milesi",0,1,0,0
"2015","Chaetostoma nudirostre",0,1,0,0
"2016","Chaetostoma palmeri",0,1,0,0
"2017","Chaetostoma sovichthys",0,1,0,0
"2018","Chaetostoma stroumpoulos",0,1,0,0
"2019","Chaetostoma tachiraense",0,1,0,0
"2020","Chaetostoma thomsoni",0,1,0,0
"2021","Chaetostoma trimaculineum",0,1,0,0
"2022","Chaetostoma vasquezi",0,1,0,0
"2023","Chaeturichthys stigmatias",0,1,0,0
"2024","Chalceus erythrurus",0,1,0,0
"2025","Chalceus macrolepidotus",0,1,0,0
"2026","Chalixodytes chameleontoculis",0,1,0,0
"2027","Champsocephalus esox",0,1,0,0
"2028","Champsocephalus gunnari",0,1,0,0
"2029","Champsochromis caeruleus",0,1,0,0
"2030","Champsochromis spilorhynchus",0,1,0,0
"2031","Champsodon atridorsalis",0,1,0,0
"2032","Champsodon longipinnis",0,1,0,0
"2033","Champsodon nudivittis",0,1,0,0
"2034","Champsodon pantolepis",0,1,0,0
"2035","Champsodon snyderi",0,1,0,0
"2036","Champsodon vorax",0,1,0,0
"2037","Chanda nama",0,1,0,0
"2038","Channa andrao",0,1,0,0
"2039","Channa argus",0,1,0,0
"2040","Channa asiatica",0,1,0,0
"2041","Channa aurantimaculata",0,1,0,0
"2042","Channa auroflammea",0,1,0,0
"2043","Channa bankanensis",0,1,0,0
"2044","Channa baramensis",0,1,0,0
"2045","Channa barca",0,1,0,0
"2046","Channa bipuli",0,1,0,0
"2047","Channa bleheri",0,1,0,0
"2048","Channa burmanica",0,1,0,0
"2049","Channa cyanospilos",0,1,0,0
"2050","Channa diplogramma",0,1,0,0
"2051","Channa gachua",0,1,0,0
"2052","Channa harcourtbutleri",0,1,0,0
"2053","Channa kelaartii",0,1,0,0
"2054","Channa lucius",0,1,0,0
"2055","Channa maculata",0,1,0,0
"2056","Channa marulioides",0,1,0,0
"2057","Channa marulius",0,1,0,0
"2058","Channa melasoma",0,1,0,0
"2059","Channa micropeltes",0,1,0,0
"2060","Channa nox",0,1,0,0
"2061","Channa orientalis",0,1,0,0
"2062","Channa ornatipinnis",0,1,0,0
"2063","Channa panaw",0,1,0,0
"2064","Channa pardalis",0,1,0,0
"2065","Channa pleurophthalma",0,1,0,0
"2066","Channa pseudomarulius",0,1,0,0
"2067","Channa pulchra",0,1,0,0
"2068","Channa punctata",0,1,0,0
"2069","Channa quinquefasciata",0,1,0,0
"2070","Channa stewartii",0,1,0,0
"2071","Channa striata",0,1,0,0
"2072","Chanodichthys dabryi",0,1,0,0
"2073","Chanodichthys erythropterus",0,1,0,0
"2074","Chanodichthys mongolicus",0,1,0,0
"2075","Chanos chanos",0,1,0,0
"2076","Characidium boavistae",0,1,0,0
"2077","Characidium caucanum",0,1,0,0
"2078","Characidium chancoense",0,1,0,0
"2079","Characidium fasciatum",0,1,0,0
"2080","Characidium lagosantense",0,1,0,0
"2081","Characidium pellucidum",0,1,0,0
"2082","Characidium phoxocephalum",0,1,0,0
"2083","Characidium pteroides",0,1,0,0
"2084","Characidium timbuiense",0,1,0,0
"2085","Characidium zebra",0,1,0,0
"2086","Charax condei",0,1,0,0
"2087","Charax gibbosus",0,1,0,0
"2088","Charax stenopterus",0,1,0,0
"2089","Chascanopsetta lugubris",0,1,0,0
"2090","Chasmodes bosquianus",0,1,0,0
"2091","Chasmodes longimaxilla",0,1,0,0
"2092","Chasmodes saburrae",0,1,0,0
"2093","Chauliodus danae",0,1,0,0
"2094","Chauliodus macouni",0,1,0,1
"2095","Chauliodus sloani",0,1,0,0
"2096","Chaunacops coloratus",0,1,0,0
"2097","Chaunax abei",0,1,0,0
"2098","Chaunax apus",0,1,0,0
"2099","Chaunax endeavouri",0,1,0,0
"2100","Chaunax penicillatus",0,1,0,0
"2101","Chaunax suttkusi",0,1,0,0
"2102","Cheilinus chlorourus",0,1,0,0
"2103","Cheilinus fasciatus",0,1,0,0
"2104","Cheilinus lunulatus",0,1,0,0
"2105","Cheilinus oxycephalus",0,1,0,0
"2106","Cheilinus trilobatus",0,1,0,0
"2107","Cheilinus undulatus",0,1,0,0
"2108","Cheilio inermis",0,1,0,0
"2109","Cheilochromis euchilus",0,1,0,0
"2110","Cheilodactylus fasciatus",0,1,0,0
"2111","Cheilodipterus artus",0,1,0,0
"2112","Cheilodipterus intermedius",0,1,0,0
"2113","Cheilodipterus isostigmus",0,1,0,0
"2114","Cheilodipterus macrodon",0,1,0,0
"2115","Cheilodipterus novemstriatus",0,1,0,0
"2116","Cheilodipterus quinquelineatus",0,1,0,0
"2117","Cheilopogon agoo",0,1,0,0
"2118","Cheilopogon atrisignis",0,1,0,0
"2119","Cheilopogon cyanopterus",0,1,0,0
"2120","Cheilopogon doederleinii",0,1,0,0
"2121","Cheilopogon exsiliens",0,1,0,0
"2122","Cheilopogon furcatus",0,1,0,0
"2123","Cheilopogon heterurus",0,1,0,0
"2124","Cheilopogon melanurus",0,1,0,0
"2125","Cheilopogon pinnatibarbatus",0,1,0,0
"2126","Cheilopogon pitcairnensis",0,1,0,0
"2127","Cheilopogon spilonotopterus",0,1,0,0
"2128","Cheilopogon suttoni",0,1,0,0
"2129","Cheilopogon unicolor",0,1,0,0
"2130","Cheiloprion labiatus",0,1,0,0
"2131","Cheilotrema saturnum",0,1,0,0
"2132","Cheimarrichthys fosterae",0,1,0,0
"2133","Cheimerius nufar",0,1,0,0
"2134","Cheirocerus abuelo",0,1,0,0
"2135","Cheirodon ibicuhiensis",0,1,0,0
"2136","Cheirodon interruptus",0,1,0,0
"2137","Chela cachius",0,1,0,0
"2138","Chelidonichthys capensis",0,1,0,0
"2139","Chelidonichthys cuculus",0,1,0,0
"2140","Chelidonichthys kumu",0,1,0,0
"2141","Chelidonichthys lastoviza",0,1,0,0
"2142","Chelidonichthys lucerna",0,1,0,0
"2143","Chelidonichthys spinosus",0,1,0,0
"2144","Chelidoperca hirundinacea",0,1,0,0
"2145","Chelidoperca margaritifera",0,1,0,0
"2146","Chelidoperca occipitalis",0,1,0,0
"2147","Chelidoperca pleurospilus",0,1,0,0
"2148","Chelidoperca stella",0,1,0,0
"2149","Chelidoperca tosaensis",0,1,0,0
"2150","Chelmon marginalis",0,1,0,0
"2151","Chelmon rostratus",0,1,0,0
"2152","Chelon auratus",0,1,0,0
"2153","Chelon bandialensis",0,1,0,0
"2154","Chelon labrosus",0,1,0,0
"2155","Chelon ramada",0,1,0,0
"2156","Chelon saliens",0,1,0,0
"2157","Chelonodontops patoca",0,1,0,0
"2158","Chesnonia verrucosa",0,1,0,1
"2159","Chiasmodon harteli",0,1,0,0
"2160","Chiasmodon subniger",0,1,0,0
"2161","Chilara taylori",0,1,0,1
"2162","Chilatherina bleheri",0,1,0,0
"2163","Chilatherina campsi",0,1,0,0
"2164","Chilatherina fasciata",0,1,0,0
"2165","Chilochromis duponti",0,1,0,0
"2166","Chiloglanis anoterus",0,1,0,0
"2167","Chiloglanis bifurcus",0,1,0,0
"2168","Chiloglanis congicus",0,1,0,0
"2169","Chiloglanis emarginatus",0,1,0,0
"2170","Chiloglanis fasciatus",0,1,0,0
"2171","Chiloglanis macropterus",0,1,0,0
"2172","Chiloglanis neumanni",0,1,0,0
"2173","Chiloglanis paratus",0,1,0,0
"2174","Chiloglanis pretoriae",0,1,0,0
"2175","Chiloglanis productus",0,1,0,0
"2176","Chiloglanis swierstrai",0,1,0,0
"2177","Chilomycterus reticulatus",0,1,0,0
"2178","Chilomycterus schoepfii",0,1,0,0
"2179","Chilorhinus platyrhynchus",0,1,0,0
"2180","Chilorhinus suensonii",0,1,0,0
"2181","Chiloscyllium burmense",0,1,0,0
"2182","Chiloscyllium griseum",0,1,0,0
"2183","Chiloscyllium hasseltii",0,1,0,0
"2184","Chiloscyllium plagiosum",0,1,0,0
"2185","Chilotilapia rhoadesii",0,1,0,0
"2186","Chimaera ogilbyi",0,1,0,0
"2187","Chimaera phantasma",0,1,0,0
"2188","Chindongo demasoni",0,1,0,0
"2189","Chindongo elongatus",0,1,0,0
"2190","Chionodraco hamatus",0,1,0,0
"2191","Chionodraco myersi",0,1,0,0
"2192","Chionodraco rastrospinosus",0,1,0,0
"2193","Chirocentrus dorab",0,1,0,0
"2194","Chirocentrus nudus",0,1,0,0
"2195","Chirolophis japonicus",0,1,0,0
"2196","Chirolophis nugator",0,1,0,1
"2197","Chironemus maculosus",0,1,0,0
"2198","Chironemus marmoratus",0,1,0,0
"2199","Chirostomias pliopterus",0,1,0,0
"2200","Chitala chitala",0,1,0,0
"2201","Chitala ornata",0,1,0,0
"2202","Chlamydogobius eremius",0,1,0,0
"2203","Chlamydogobius gloveri",0,1,0,0
"2204","Chlamydogobius japalpa",0,1,0,0
"2205","Chlamydogobius micropterus",0,1,0,0
"2206","Chlamydogobius squamigenus",0,1,0,0
"2207","Chlamydoselachus anguineus",0,1,0,0
"2208","Chlorophthalmus acutifrons",0,1,0,0
"2209","Chlorophthalmus agassizi",0,1,0,0
"2210","Chlorophthalmus albatrossis",0,1,0,0
"2211","Chlorophthalmus borealis",0,1,0,0
"2212","Chlorophthalmus nigromarginatus",0,1,0,0
"2213","Chlorophthalmus pectoralis",0,1,0,0
"2214","Chloroscombrus chrysurus",0,1,0,0
"2215","Chloroscombrus orqueta",0,1,0,0
"2216","Chlorurus bleekeri",0,1,0,0
"2217","Chlorurus bowersi",0,1,0,0
"2218","Chlorurus capistratoides",0,1,0,0
"2219","Chlorurus frontalis",0,1,0,0
"2220","Chlorurus gibbus",0,1,0,0
"2221","Chlorurus japanensis",0,1,0,0
"2222","Chlorurus microrhinos",0,1,0,0
"2223","Chlorurus oedema",0,1,0,0
"2224","Chlorurus rhakoura",0,1,0,0
"2225","Chlorurus sordidus",0,1,0,0
"2226","Chlorurus spilurus",0,1,0,0
"2227","Choerodon anchorago",0,1,0,0
"2228","Choerodon azurio",0,1,0,0
"2229","Choerodon cauteroma",0,1,0,0
"2230","Choerodon cephalotes",0,1,0,0
"2231","Choerodon cyanodus",0,1,0,0
"2232","Choerodon fasciatus",0,1,0,0
"2233","Choerodon jordani",0,1,0,0
"2234","Choerodon margaritiferus",0,1,0,0
"2235","Choerodon oligacanthus",0,1,0,0
"2236","Choerodon robustus",0,1,0,0
"2237","Choerodon schoenleinii",0,1,0,0
"2238","Choerodon vitta",0,1,0,0
"2239","Choeroichthys brachysoma",0,1,0,0
"2240","Choeroichthys sculptus",0,1,0,0
"2241","Chologaster cornuta",0,1,0,0
"2242","Chondrostoma angorense",0,1,0,0
"2243","Chondrostoma beysehirense",0,1,0,0
"2244","Chondrostoma ceyhanense",0,1,0,0
"2245","Chondrostoma cyri",0,1,0,0
"2246","Chondrostoma holmwoodii",0,1,0,0
"2247","Chondrostoma kinzelbachi",0,1,0,0
"2248","Chondrostoma knerii",0,1,0,0
"2249","Chondrostoma meandrense",0,1,0,0
"2250","Chondrostoma nasus",0,1,0,0
"2251","Chondrostoma oxyrhynchum",0,1,0,0
"2252","Chondrostoma phoxinus",0,1,0,0
"2253","Chondrostoma prespense",0,1,0,0
"2254","Chondrostoma regium",0,1,0,0
"2255","Chondrostoma soetta",0,1,0,0
"2256","Chondrostoma toros",0,1,0,0
"2257","Chondrostoma turnai",0,1,0,0
"2258","Chondrostoma vardarense",0,1,0,0
"2259","Choridactylus multibarbus",0,1,0,0
"2260","Chorisochismus dentex",0,1,0,0
"2261","Chriolepis dialepta",0,1,0,0
"2262","Chriolepis roosevelti",0,1,0,0
"2263","Chriolepis semisquamata",0,1,0,0
"2264","Chriolepis zebra",0,1,0,0
"2265","Chrionema furunoi",0,1,0,0
"2266","Chromis albicauda",0,1,0,0
"2267","Chromis albomaculata",0,1,0,0
"2268","Chromis alpha",0,1,0,0
"2269","Chromis alta",0,1,0,0
"2270","Chromis analis",0,1,0,0
"2271","Chromis atripectoralis",0,1,0,0
"2272","Chromis chromis",0,1,0,0
"2273","Chromis chrysura",0,1,0,0
"2274","Chromis cinerascens",0,1,0,0
"2275","Chromis dispila",0,1,0,0
"2276","Chromis flavapicis",0,1,0,0
"2277","Chromis fumea",0,1,0,0
"2278","Chromis hypsilepis",0,1,0,0
"2279","Chromis insolata",0,1,0,0
"2280","Chromis katoi",0,1,0,0
"2281","Chromis klunzingeri",0,1,0,0
"2282","Chromis mirationis",0,1,0,0
"2283","Chromis multilineata",0,1,0,0
"2284","Chromis nitida",0,1,0,0
"2285","Chromis notata",0,1,0,0
"2286","Chromis okamurai",0,1,0,0
"2287","Chromis punctipinnis",0,1,0,0
"2288","Chromis randalli",0,1,0,0
"2289","Chromis scotochiloptera",0,1,0,0
"2290","Chromis ternatensis",0,1,0,0
"2291","Chromis viridis",0,1,0,0
"2292","Chromis weberi",0,1,0,0
"2293","Chromis xanthura",0,1,0,0
"2294","Chromis xouthos",0,1,0,0
"2295","Chromis yamakawai",0,1,0,0
"2296","Chromogobius britoi",0,1,0,0
"2297","Chrosomus eos",0,1,0,0
"2298","Chrosomus erythrogaster",0,1,0,0
"2299","Chrosomus neogaeus",0,1,0,0
"2300","Chrosomus oreas",0,1,0,0
"2301","Chrysichthys auratus",0,1,0,0
"2302","Chrysichthys cranchii",0,1,0,0
"2303","Chrysichthys rueppelli",0,1,0,0
"2304","Chrysiptera annulata",0,1,0,0
"2305","Chrysiptera biocellata",0,1,0,0
"2306","Chrysiptera brownriggii",0,1,0,0
"2307","Chrysiptera caeruleolineata",0,1,0,0
"2308","Chrysiptera chrysocephala",0,1,0,0
"2309","Chrysiptera cyanea",0,1,0,0
"2310","Chrysiptera galba",0,1,0,0
"2311","Chrysiptera glauca",0,1,0,0
"2312","Chrysiptera hemicyanea",0,1,0,0
"2313","Chrysiptera parasema",0,1,0,0
"2314","Chrysiptera rex",0,1,0,0
"2315","Chrysiptera rollandi",0,1,0,0
"2316","Chrysiptera starcki",0,1,0,0
"2317","Chrysiptera talboti",0,1,0,0
"2318","Chrysiptera taupou",0,1,0,0
"2319","Chrysiptera traceyi",0,1,0,0
"2320","Chrysiptera unimaculata",0,1,0,0
"2321","Chrysoblephus anglicus",0,1,0,0
"2322","Chrysoblephus laticeps",0,1,0,0
"2323","Chrysoblephus puniceus",0,1,0,0
"2324","Chrysobrycon myersi",0,1,0,0
"2325","Chuanchia labiosa",0,1,0,0
"2326","Cichla kelberi",0,1,0,0
"2327","Cichla ocellaris",0,1,0,0
"2328","Cichla temensis",0,1,0,0
"2329","Cichlasoma amazonarum",0,1,0,0
"2330","Cichlasoma sanctifranciscense",0,1,0,0
"2331","Ciliata mustela",0,1,0,0
"2332","Ciliata septentrionalis",0,1,0,0
"2333","Cinetodus carinatus",0,1,0,0
"2334","Cinetodus froggatti",0,1,0,0
"2335","Cirrhigaleus barbifer",0,1,0,0
"2336","Cirrhilabrus cyanopleura",0,1,0,0
"2337","Cirrhilabrus exquisitus",0,1,0,0
"2338","Cirrhilabrus flavidorsalis",0,1,0,0
"2339","Cirrhilabrus jordani",0,1,0,0
"2340","Cirrhilabrus laboutei",0,1,0,0
"2341","Cirrhilabrus lubbocki",0,1,0,0
"2342","Cirrhilabrus lunatus",0,1,0,0
"2343","Cirrhilabrus punctatus",0,1,0,0
"2344","Cirrhilabrus rubrimarginatus",0,1,0,0
"2345","Cirrhilabrus rubrisquamis",0,1,0,0
"2346","Cirrhilabrus rubriventralis",0,1,0,0
"2347","Cirrhilabrus scottorum",0,1,0,0
"2348","Cirrhilabrus temminckii",0,1,0,0
"2349","Cirrhimuraena playfairii",0,1,0,0
"2350","Cirrhinus cirrhosus",0,1,0,0
"2351","Cirrhinus microlepis",0,1,0,0
"2352","Cirrhinus molitorella",0,1,0,0
"2353","Cirrhinus mrigala",0,1,0,0
"2354","Cirrhinus reba",0,1,0,0
"2355","Cirrhitichthys aprinus",0,1,0,0
"2356","Cirrhitichthys aureus",0,1,0,0
"2357","Cirrhitichthys falco",0,1,0,0
"2358","Cirrhitichthys oxycephalus",0,1,0,0
"2359","Cirrhitops hubbardi",0,1,0,0
"2360","Cirrhitus pinnulatus",0,1,0,0
"2361","Cirrhitus rivulatus",0,1,0,0
"2362","Cirrhoscyllium expolitum",0,1,0,0
"2363","Cirrhoscyllium formosanum",0,1,0,0
"2364","Cirrhoscyllium japonicum",0,1,0,0
"2365","Cirripectes castaneus",0,1,0,0
"2366","Cirripectes fuscoguttatus",0,1,0,0
"2367","Cirripectes imitator",0,1,0,0
"2368","Cirripectes kuwamurai",0,1,0,0
"2369","Cirripectes polyzona",0,1,0,0
"2370","Cirripectes quagga",0,1,0,0
"2371","Cirripectes variolosus",0,1,0,0
"2372","Citharichthys arctifrons",0,1,0,0
"2373","Citharichthys gilberti",0,1,0,0
"2374","Citharichthys macrops",0,1,0,0
"2375","Citharichthys minutus",0,1,0,0
"2376","Citharichthys xanthostigma",0,1,0,0
"2377","Citharinus congicus",0,1,0,0
"2378","Citharoides macrolepidotus",0,1,0,0
"2379","Citharoides macrolepis",0,1,0,0
"2380","Citharus linguatula",0,1,0,0
"2381","Clarias batrachus",0,1,0,0
"2382","Clarias fuscus",0,1,0,0
"2383","Clarias gariepinus",0,1,0,0
"2384","Clarias macrocephalus",0,1,0,0
"2385","Clarias magur",0,1,0,0
"2386","Clariger cosmurus",0,1,0,0
"2387","Clariger papillosus",0,1,0,0
"2388","Cleidopus gloriamaris",0,1,0,0
"2389","Cleisthenes pinetorum",0,1,0,0
"2390","Clepticus parrae",0,1,0,0
"2391","Clidoderma asperrimum",0,1,0,1
"2392","Clinitrachus argentatus",0,1,0,0
"2393","Clinocottus analis",0,1,0,0
"2394","Clinocottus embryum",0,1,1,1
"2395","Clinocottus globiceps",0,1,1,1
"2396","Clinocottus recalvus",0,1,0,1
"2397","Clinostomus elongatus",0,1,0,0
"2398","Clinostomus funduloides",0,1,0,0
"2399","Clinus acuminatus",0,1,0,0
"2400","Clinus agilis",0,1,0,0
"2401","Clinus arborescens",0,1,0,0
"2402","Clinus cottoides",0,1,0,0
"2403","Clinus heterodon",0,1,0,0
"2404","Clinus superciliosus",0,1,0,0
"2405","Clinus venustris",0,1,0,0
"2406","Clupanodon thrissa",0,1,0,0
"2407","Clupea harengus",0,1,0,0
"2408","Clupeonella abrau",0,1,0,0
"2409","Clupeonella cultriventris",0,1,0,0
"2410","Clupisoma garua",0,1,0,0
"2411","Clupisoma prateri",0,1,0,0
"2412","Clupisoma sinense",0,1,0,0
"2413","Cnesterodon decemmaculatus",0,1,0,0
"2414","Cnidoglanis macrocephalus",0,1,0,0
"2415","Cobitis bilineata",0,1,0,0
"2416","Cobitis biwae",0,1,0,0
"2417","Cobitis calderoni",0,1,0,0
"2418","Cobitis choii",0,1,0,0
"2419","Cobitis elazigensis",0,1,0,0
"2420","Cobitis elongata",0,1,0,0
"2421","Cobitis hankugensis",0,1,0,0
"2422","Cobitis kaibarai",0,1,0,0
"2423","Cobitis lebedevi",0,1,0,0
"2424","Cobitis lutheri",0,1,0,0
"2425","Cobitis magnostriata",0,1,0,0
"2426","Cobitis matsubarae",0,1,0,0
"2427","Cobitis melanoleuca",0,1,0,0
"2428","Cobitis minamorii",0,1,0,0
"2429","Cobitis paludica",0,1,0,0
"2430","Cobitis sakahoko",0,1,0,0
"2431","Cobitis shikokuensis",0,1,0,0
"2432","Cobitis simplicispina",0,1,0,0
"2433","Cobitis sinensis",0,1,0,0
"2434","Cobitis striata",0,1,0,0
"2435","Cobitis taenia",0,1,0,0
"2436","Cobitis takatsuensis",0,1,0,0
"2437","Cobitis takenoi",0,1,0,0
"2438","Cobitis tetralineata",0,1,0,0
"2439","Cobitis vettonica",0,1,0,0
"2440","Coccorella atlantica",0,1,0,0
"2441","Coccorella atrata",0,1,0,0
"2442","Cochlefelis danielsi",0,1,0,0
"2443","Cochlefelis spatula",0,1,0,0
"2444","Cochleoceps bassensis",0,1,0,0
"2445","Cochleoceps orientalis",0,1,0,0
"2446","Cochleoceps spatula",0,1,0,0
"2447","Cochleoceps viridis",0,1,0,0
"2448","Cociella crocodilus",0,1,0,0
"2449","Cociella punctata",0,1,0,0
"2450","Cocotropus aurantius",0,1,0,0
"2451","Cocotropus izuensis",0,1,0,0
"2452","Codoma ornata",0,1,0,0
"2453","Coelophrys micropus",0,1,0,0
"2454","Coelorinchus acanthiger",0,1,0,0
"2455","Coelorinchus anatirostris",0,1,0,0
"2456","Coelorinchus aspercephalus",0,1,0,0
"2457","Coelorinchus australis",0,1,0,0
"2458","Coelorinchus bollonsi",0,1,0,0
"2459","Coelorinchus caelorhincus",0,1,0,0
"2460","Coelorinchus caribbaeus",0,1,0,0
"2461","Coelorinchus fasciatus",0,1,0,0
"2462","Coelorinchus formosanus",0,1,0,0
"2463","Coelorinchus geronimo",0,1,0,0
"2464","Coelorinchus gilberti",0,1,0,0
"2465","Coelorinchus gormani",0,1,0,0
"2466","Coelorinchus hexafasciatus",0,1,0,0
"2467","Coelorinchus hige",0,1,0,0
"2468","Coelorinchus hubbsi",0,1,0,0
"2469","Coelorinchus innotabilis",0,1,0,0
"2470","Coelorinchus japonicus",0,1,0,0
"2471","Coelorinchus jordani",0,1,0,0
"2472","Coelorinchus kaiyomaru",0,1,0,0
"2473","Coelorinchus kamoharai",0,1,0,0
"2474","Coelorinchus kermadecus",0,1,0,0
"2475","Coelorinchus kishinouyei",0,1,0,0
"2476","Coelorinchus labiatus",0,1,0,0
"2477","Coelorinchus longissimus",0,1,0,0
"2478","Coelorinchus macrochir",0,1,0,0
"2479","Coelorinchus matamua",0,1,0,0
"2480","Coelorinchus maurofasciatus",0,1,0,0
"2481","Coelorinchus multispinulosus",0,1,0,0
"2482","Coelorinchus occa",0,1,0,0
"2483","Coelorinchus oliverianus",0,1,0,0
"2484","Coelorinchus parvifasciatus",0,1,0,0
"2485","Coelorinchus polli",0,1,0,0
"2486","Coelorinchus scaphopsis",0,1,0,0
"2487","Coelorinchus smithi",0,1,0,0
"2488","Coelorinchus tokiensis",0,1,0,0
"2489","Coelotilapia joka",0,1,0,0
"2490","Coilia brachygnathus",0,1,0,0
"2491","Coilia dussumieri",0,1,0,0
"2492","Coilia grayii",0,1,0,0
"2493","Coilia lindmani",0,1,0,0
"2494","Coilia macrognathos",0,1,0,0
"2495","Coilia mystus",0,1,0,0
"2496","Coilia nasus",0,1,0,0
"2497","Coilia rebentischii",0,1,0,0
"2498","Collichthys lucidus",0,1,0,0
"2499","Collichthys niveatus",0,1,0,0
"2500","Colossoma macropomum",0,1,0,0
"2501","Comephorus baikalensis",0,1,0,0
"2502","Compsanthias ventralis",0,1,0,0
"2503","Compsura heterura",0,1,0,0
"2504","Conger cinereus",0,1,0,0
"2505","Conger conger",0,1,0,0
"2506","Conger erebennus",0,1,0,0
"2507","Conger japonicus",0,1,0,0
"2508","Conger myriaster",0,1,0,0
"2509","Conger oceanicus",0,1,0,0
"2510","Congolapia bilineata",0,1,0,0
"2511","Congriscus maldivensis",0,1,0,0
"2512","Congriscus megastoma",0,1,0,0
"2513","Congrogadus subducens",0,1,0,0
"2514","Conidens laticephalus",0,1,0,0
"2515","Conocara kreffti",0,1,0,0
"2516","Conocara macropterum",0,1,0,0
"2517","Conocara murrayi",0,1,0,0
"2518","Conocara nigrum",0,1,0,0
"2519","Conodon nobilis",0,1,0,0
"2520","Cookeolus japonicus",0,1,0,0
"2521","Copadichromis azureus",0,1,0,0
"2522","Copadichromis borleyi",0,1,0,0
"2523","Copadichromis chrysonotus",0,1,0,0
"2524","Copadichromis cyaneus",0,1,0,0
"2525","Copella arnoldi",0,1,0,0
"2526","Copella nigrofasciata",0,1,0,0
"2527","Coptodon bakossiorum",0,1,0,0
"2528","Coptodon bemini",0,1,0,0
"2529","Coptodon bythobates",0,1,0,0
"2530","Coptodon camerunensis",0,1,0,0
"2531","Coptodon dageti",0,1,0,0
"2532","Coptodon deckerti",0,1,0,0
"2533","Coptodon discolor",0,1,0,0
"2534","Coptodon guineensis",0,1,0,0
"2535","Coptodon louka",0,1,0,0
"2536","Coptodon nyongana",0,1,0,0
"2537","Coptodon rendalli",0,1,0,0
"2538","Coptodon rheophila",0,1,0,0
"2539","Coptodon snyderae",0,1,0,0
"2540","Coptodon tholloni",0,1,0,0
"2541","Coptodon zillii",0,1,0,0
"2542","Coptostomabarbus wittei",0,1,0,0
"2543","Coradion altivelis",0,1,0,0
"2544","Coradion calendula",0,1,0,0
"2545","Coradion chrysozonus",0,1,0,0
"2546","Coralliozetus springeri",0,1,0,0
"2547","Corcyrogobius liechtensteini",0,1,0,0
"2548","Cordylancistrus daguae",0,1,0,0
"2549","Cordylancistrus tayrona",0,1,0,0
"2550","Cordylancistrus torbesensis",0,1,0,0
"2551","Coregonus acrinasus",0,1,0,0
"2552","Coregonus albellus",0,1,0,0
"2553","Coregonus albula",0,1,0,0
"2554","Coregonus alpinus",0,1,0,0
"2555","Coregonus arenicolus",0,1,0,0
"2556","Coregonus artedi",0,1,0,0
"2557","Coregonus baicalensis",0,1,0,0
"2558","Coregonus brienzii",0,1,0,0
"2559","Coregonus candidus",0,1,0,0
"2560","Coregonus clupeaformis",0,1,0,0
"2561","Coregonus duplex",0,1,0,0
"2562","Coregonus fatioi",0,1,0,0
